Time,Voltage,S,Current,S_in
165,0.0,0.0,8.989999999999998e-08,0.0
166,0.0,0.0,8.989999999999998e-08,0.0
167,0.0,0.0,8.989999999999998e-08,0.0
168,0.0,0.0,8.989999999999998e-08,0.0
169,0.0,0.0,8.989999999999998e-08,0.0
170,0.0,0.0,8.989999999999998e-08,0.0
171,0.025000000000000112,0.0,3.000000000000001e-05,0.0
172,0.049999999999999926,0.0,6.000000000000002e-05,0.0
173,0.07500000000000004,0.0,8.997499999999991e-05,0.0
174,0.09999999999999984,0.0,0.00011982999999999997,0.0
175,0.12499999999999994,0.0,0.00015003999999999994,0.0
176,0.15000000000000008,0.0,0.00018050000000000008,0.0
177,0.17499999999999988,0.0,0.00021146000000000007,0.0
178,0.2,0.0,0.0002419999999999999,0.0
179,0.2250000000000001,0.0,0.0002728799999999999,0.0
180,0.2499999999999999,0.0,0.00030349999999999984,0.0
181,0.275,0.0,0.0003347499999999999,0.0
182,0.30000000000000016,0.0,0.00036599999999999984,0.0
183,0.325,0.0,0.0003972499999999998,0.0
184,0.3500000000000001,0.0,0.00042849999999999984,0.0
185,0.3749999999999999,0.0,0.00046038,0.0
186,0.4,0.0,0.0004926700000000002,0.0
187,0.4250000000000001,0.0,0.0005242500000000002,0.0
188,0.4499999999999999,0.0,0.000557,0.0
189,0.475,0.0,0.0005887499999999998,0.0
190,0.4999999999999998,0.0,0.0006216700000000001,0.0
191,0.5249999999999999,0.0,0.0006541200000000003,0.0
192,0.55,0.0,0.0006864199999999998,0.0
193,0.5749999999999998,0.0,0.0007196699999999999,0.0
194,0.6,0.0,0.0007539999999999996,0.0
195,0.6249999999999998,0.0,0.0007873699999999999,0.0
196,0.6499999999999999,0.0,0.0008215000000000001,0.0
197,0.675,0.0,0.00085312,0.0
198,0.7000000000000002,0.0,0.0008876699999999998,0.0
199,0.725,0.0,0.0009224600000000004,0.0
200,0.7500000000000001,0.0,0.0009552500000000002,0.0
201,0.7749999999999999,0.0,0.00098583,0.0
202,0.8,0.0,0.001,0.0
203,0.8250000000000001,0.0,0.001,0.0
204,0.85,0.0,0.001,0.0
205,0.875,0.0,0.001,0.0
206,0.8999999999999998,0.0,0.001,0.0
207,0.925,0.0,0.001,0.0
208,0.95,0.0,0.001,0.0
209,0.9750000000000002,0.0,0.001,0.0
210,1.0,0.0,0.001,0.0
211,1.025,0.0,0.001,0.0
212,1.0499999999999998,0.0,0.001,0.0
213,1.075,0.0,0.001,0.0
214,1.1,0.0,0.001,0.0
215,1.125,0.0,0.001,0.0
216,1.1499999999999997,0.0,0.001,0.0
217,1.1749999999999998,0.0,0.001,0.0
218,1.2,0.0,0.001,0.0
219,1.2,0.0,0.001,0.0
220,1.2,0.0,0.001,0.0
221,1.2,0.0,0.001,0.0
222,1.2,0.0,0.001,0.0
223,1.2,0.0,0.001,0.0
224,1.2,0.0,0.001,0.0
225,1.2,0.0,0.001,0.0
226,1.2,0.0,0.001,0.0
227,1.2,0.0,0.001,0.0
228,1.2,0.0,0.001,0.0
229,1.2,0.0,0.001,0.0
230,1.2,0.0,0.001,0.0
231,1.2,0.0,0.001,0.0
232,1.2,0.0,0.001,0.0
233,1.2,0.0,0.001,0.0
234,1.2,0.0,0.001,0.0
235,1.2,0.0,0.001,0.0
236,1.2,0.0,0.001,0.0
237,1.2,0.0,0.001,0.0
238,1.2,0.0,0.001,0.0
239,1.2,0.0,0.001,0.0
240,1.2,0.0,0.001,0.0
241,1.2,0.0,0.001,0.0
242,1.2,0.0,0.001,0.0
243,1.2,0.0,0.001,0.0
244,1.1749999999999998,0.0,0.001,0.0
245,1.1499999999999997,0.0,0.001,0.0
246,1.125,0.0,0.001,0.0
247,1.1,0.0,0.001,0.0
248,1.075,0.0,0.001,0.0
249,1.0499999999999998,0.0,0.001,0.0
250,1.025,0.0,0.001,0.0
251,1.0,0.0,0.001,0.0
252,0.9750000000000002,0.0,0.001,0.0
253,0.95,0.0,0.001,0.0
254,0.925,0.0,0.001,0.0
255,0.8999999999999998,0.0,0.001,0.0
256,0.875,0.0,0.001,0.0
257,0.85,0.0,0.001,0.0
258,0.8250000000000001,0.0,0.001,0.0
259,0.8,0.0,0.001,0.0
260,0.7749999999999999,0.0,0.00098583,0.0
261,0.7500000000000001,0.0,0.0009552500000000002,0.0
262,0.725,0.0,0.0009224600000000004,0.0
263,0.7000000000000002,0.0,0.0008876699999999998,0.0
264,0.675,0.0,0.00085312,0.0
265,0.6499999999999999,0.0,0.0008215000000000001,0.0
266,0.6249999999999998,0.0,0.0007873699999999999,0.0
267,0.6,0.0,0.0007539999999999996,0.0
268,0.5749999999999998,0.0,0.0007196699999999999,0.0
269,0.55,0.0,0.0006864199999999998,0.0
270,0.5249999999999999,0.0,0.0006541200000000003,0.0
271,0.4999999999999998,0.0,0.0006216700000000001,0.0
272,0.475,0.0,0.0005887499999999998,0.0
273,0.4499999999999999,0.0,0.000557,0.0
274,0.4250000000000001,0.0,0.0005242500000000002,0.0
275,0.4,0.0,0.0004926700000000002,0.0
276,0.3749999999999999,0.0,0.00046038,0.0
277,0.3500000000000001,0.0,0.00042849999999999984,0.0
278,0.325,0.0,0.0003972499999999998,0.0
279,0.30000000000000016,0.0,0.00036599999999999984,0.0
280,0.275,0.0,0.0003347499999999999,0.0
281,0.2499999999999999,0.0,0.00030349999999999984,0.0
282,0.2250000000000001,0.0,0.0002728799999999999,0.0
283,0.2,0.0,0.0002419999999999999,0.0
284,0.17499999999999988,0.0,0.00021146000000000007,0.0
285,0.15000000000000008,0.0,0.00018050000000000008,0.0
286,0.12499999999999994,0.0,0.00015003999999999994,0.0
287,0.09999999999999984,0.0,0.00011982999999999997,0.0
288,0.07500000000000004,0.0,8.997499999999991e-05,0.0
289,0.049999999999999926,0.0,6.000000000000002e-05,0.0
290,0.025000000000000112,0.0,3.000000000000001e-05,0.0
291,0.0,0.0,8.989999999999998e-08,0.0
292,0.0,0.0,8.989999999999998e-08,0.0
293,0.0,0.0,8.989999999999998e-08,0.0
294,0.0,0.0,8.989999999999998e-08,0.0
295,0.0,0.0,8.989999999999998e-08,0.0
296,0.0,0.0,8.989999999999998e-08,0.0
297,0.0,0.0,8.989999999999998e-08,0.0
298,0.0,0.0,8.989999999999998e-08,0.0
299,0.0,0.0,8.989999999999998e-08,0.0
